ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001214659-22-010228,2045579,Common Stock,,2500000.0,,,D,,"By Ault Life Sciences, Inc.",F2,15-AUG-2022,12-AUG-2022,,,,,,4,1677077,"Alzamend Neuro, Inc.",ALZN,,0001677077,ALZN,,,2022-08-15
0001214659-22-010228,2045581,Common Stock,,10000000.0,,,I,,By Ault Alpha LP,F4,15-AUG-2022,12-AUG-2022,,,,,,4,1677077,"Alzamend Neuro, Inc.",ALZN,,0001677077,ALZN,,,2022-08-15
0001214659-22-010228,2045580,Common Stock,,14942984.0,,,I,,"By Ault Life Sciences Fund, LLC",F3,15-AUG-2022,12-AUG-2022,,,,,,4,1677077,"Alzamend Neuro, Inc.",ALZN,,0001677077,ALZN,,,2022-08-15
0001214659-22-010228,2045582,Common Stock,,325000.0,,,I,,,,15-AUG-2022,12-AUG-2022,,,,,,4,1677077,"Alzamend Neuro, Inc.",ALZN,,0001677077,ALZN,,,2022-08-15
0001214659-22-010229,2045484,Common Stock,,1658916.0,,,I,,"By Philou Ventures, LLC",F5,15-AUG-2022,12-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-15
0001214659-22-010229,2045485,Common Stock,,3408.0,,,I,,,,15-AUG-2022,12-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-15
0001214659-22-010229,2045483,Common Stock,,266292.0,,,D,,"By Ault & Company, Inc.",F4,15-AUG-2022,12-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-15
0001214659-22-010229,2045482,13% Series D Cumulative Redeemable Perpetual Preferred Stock,,90033.0,,,I,,By Ault Alpha LP,F3,15-AUG-2022,12-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-15
0001209191-22-045818,2045443,Common Stock,,500.0,F2,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1400810,"HCI Group, Inc.",HCI,,0001400810,HCIIP,,,2022-08-15
0001127602-22-020939,2045558,Class A Common Stock,,15000.0,F2,,D,,,,15-AUG-2022,11-AUG-2022,,,,,,4,1766502,"Chewy, Inc.",CHWY,,0001766502,CHWY,,,2022-08-15
0001127602-22-020939,2045559,Class A Common Stock,,358480.0,F3,,D,,,,15-AUG-2022,11-AUG-2022,,,,,,4,1766502,"Chewy, Inc.",CHWY,,0001766502,CHWY,,,2022-08-15
0001225208-22-009526,2045628,Common,,10495.75,F1,,I,,Held in Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009525,2045614,Common,,9200.0,,,I,,See footnote**,F3,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009525,2045615,Common,,1619000.0,,,I,,See footnote***,F4,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009525,2045612,Common,,21945.82,F1,,I,,Held in Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009525,2045613,Common,,3657.0,,,I,,See footnote*,F2,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009524,2045525,Common,,17500.95,F1,,I,,,,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009524,2045524,Common,,27.0,,,D,,Held in Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001225208-22-009523,2045538,Common,,24300.97,F1,,I,,Held in Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-15
0001415889-22-008620,2045426,Common Stock,,2574.0,,,D,,,,15-AUG-2022,04-AUG-2022,,0.0,,,,3,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-08-15
0001415889-22-008620,2045427,Common Stock,,84.0,,,I,,401 (K) Plan,,15-AUG-2022,04-AUG-2022,,0.0,,,,3,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-08-15
0001567619-22-016223,2045439,Common Stock,,37032.0,,,I,,Trust,F1,15-AUG-2022,11-AUG-2022,,,0,,,4,1628171,"Revolution Medicines, Inc.",RVMD,President and Chief Executive Officer,0001628171,RVMDW,,,2022-08-15
0001567619-22-016223,2045440,Common Stock,,37032.0,,,I,,Trust,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1628171,"Revolution Medicines, Inc.",RVMD,President and Chief Executive Officer,0001628171,RVMDW,,,2022-08-15
0001567619-22-016223,2045441,Common Stock,,266506.0,,,I,,Trust,F3,15-AUG-2022,11-AUG-2022,,,0,,,4,1628171,"Revolution Medicines, Inc.",RVMD,President and Chief Executive Officer,0001628171,RVMDW,,,2022-08-15
0001209191-22-045815,2045519,Common Stock,,158.47,F2,,I,,Held in trust pursuant to the Employee Stock Ownership Plan.,,15-AUG-2022,12-AUG-2022,,,0,,,4,922224,PPL Corp,PPL,,0000922224,,,,2022-08-15
0001474506-22-000086,2045572,Common Stock,,1263.0,,,I,,See footnote,F2,15-AUG-2022,12-AUG-2022,,,0,,,4,1616741,"PATRIOT TRANSPORTATION HOLDING, INC.",PATI,,0001616741,,,,2022-08-15
0001474506-22-000086,2045571,Common Stock,,3341.0,,,I,,Held in Wife's Living Trust,F1,15-AUG-2022,12-AUG-2022,,,0,,,4,1616741,"PATRIOT TRANSPORTATION HOLDING, INC.",PATI,,0001616741,,,,2022-08-15
0001474506-22-000086,2045570,Common Stock,,4000.0,,,D,,Held in IRA,,15-AUG-2022,12-AUG-2022,,,0,,,4,1616741,"PATRIOT TRANSPORTATION HOLDING, INC.",PATI,,0001616741,,,,2022-08-15
0001474506-22-000086,2045573,Common Stock,,371158.0,,,I,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,1616741,"PATRIOT TRANSPORTATION HOLDING, INC.",PATI,,0001616741,,,,2022-08-15
0001209191-22-045814,2045544,Common Stock,,41961.0,,,I,,By Trust,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1438423,EVERSPIN TECHNOLOGIES INC,MRAM,,0001438423,MRAM,,,2022-08-15
0001209191-22-045810,2045421,Common Stock,,302324.0,,,I,,"By Capia IP, LLC",,15-AUG-2022,12-AUG-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-08-15
0001209191-22-045810,2045420,Common Stock,,258727.0,,,I,,By Jay Short 2020 Irrevocable Gift Trust,,15-AUG-2022,12-AUG-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-08-15
0001209191-22-045810,2045419,Common Stock,,258727.0,,,I,,By Carolyn Short 2020 Irrevocable Gift Trust,,15-AUG-2022,12-AUG-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-08-15
0001209191-22-045810,2045418,Common Stock,,793547.0,,,I,,By Spouse,,15-AUG-2022,12-AUG-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-08-15
0001209191-22-045810,2045422,Common Stock,,50.0,,,I,,By Himalaya Parent LLC,F2,15-AUG-2022,12-AUG-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-08-15
0001284812-22-000214,2045535,Common Stock,,8381461.0,,,I,,By the Martin Cohen 2018 Revocable Trust,F1,15-AUG-2022,11-AUG-2022,,,0,,,4,1284812,"COHEN & STEERS, INC.",CNS,,0001284812,CNS,,,2022-08-15
0001225208-22-009522,2045681,Common Stock,,34.35,,,I,,By 401k,,15-AUG-2022,11-AUG-2022,,,,,,4,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,,0000051253,IFF,,,2022-08-15
0001415889-22-008610,2045694,Series B Preferred Stock,,79463.0,,,D,,,,15-AUG-2022,30-JUN-2022,,,,0.0,1.0,5,50471,PARK CITY GROUP INC,PCYG,,0000050471,TRAK,,,2022-08-15
0001415889-22-008610,2045693,Common Stock,,587476.0,,,I,,By Trust,,15-AUG-2022,30-JUN-2022,,,,0.0,1.0,5,50471,PARK CITY GROUP INC,PCYG,,0000050471,TRAK,,,2022-08-15
0001415889-22-008609,2045435,Common Stock,,71728.0,,,I,,As UTMA Custodian for Son,,15-AUG-2022,11-AUG-2022,,,,,,4,1109354,BRUKER CORP,BRKR,,0001109354,BRKR,,,2022-08-15
0001415889-22-008609,2045434,Common Stock,,201702.0,,,I,,As UTMA Custodian for Son,,15-AUG-2022,11-AUG-2022,,,,,,4,1109354,BRUKER CORP,BRKR,,0001109354,BRKR,,,2022-08-15
0001415889-22-008609,2045431,Common Stock,,1046499.0,F2,,I,,By Former Spouse,,15-AUG-2022,11-AUG-2022,,,,,,4,1109354,BRUKER CORP,BRKR,,0001109354,BRKR,,,2022-08-15
0001415889-22-008609,2045432,Common Stock,,337087.0,F2,,I,,By Son,,15-AUG-2022,11-AUG-2022,,,,,,4,1109354,BRUKER CORP,BRKR,,0001109354,BRKR,,,2022-08-15
0001415889-22-008609,2045433,Common Stock,,336607.0,F2,,I,,By Daughter,,15-AUG-2022,11-AUG-2022,,,,,,4,1109354,BRUKER CORP,BRKR,,0001109354,BRKR,,,2022-08-15
0001415889-22-008609,2045436,Common Stock,,492.0,F2,,I,,By Former Spouse,,15-AUG-2022,11-AUG-2022,,,,,,4,1109354,BRUKER CORP,BRKR,,0001109354,BRKR,,,2022-08-15
0001094792-22-000009,2045536,Common Stock,,1497212.0,F1,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1505155,"Upland Software, Inc.",UPLD,,0001505155,UPLD,,,2022-08-15
0001104659-22-091221,2045493,Common Stock,,4611177.0,,,I,,Hong-Cha Property Trust,,15-AUG-2022,11-AUG-2022,,,0,,,4,1282631,NETLIST INC,NLST,,0001282631,NLST,,,2022-08-15
0001674910-22-000077,2045577,Common Stock,,3011.0,,,I,,By 401(k) Plan,,15-AUG-2022,12-AUG-2022,,,0,,,4,1674910,VALVOLINE INC,VVV,,0001674910,VVV,,,2022-08-15
0001567619-22-016188,2045658,Class B Common Stock,,42609.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-08-15
0001567619-22-016186,2045563,Class B Common Stock,,6568.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-08-15
0001567619-22-016186,2045561,Class A Common Stock,,16873.0,,,I,,By Spouse,,15-AUG-2022,11-AUG-2022,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-08-15
0001567619-22-016186,2045562,Class B Common Stock,,1138.0,,,D,,By Spouse,,15-AUG-2022,11-AUG-2022,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-08-15
0000899243-22-028631,2045656,Class A Common Stock,,483933.0,,,I,,By Index Venture Growth Associates I Limited,F4,15-AUG-2022,11-AUG-2022,,,0,,,4,1496963,"Squarespace, Inc.",SQSP,,0001496963,,,,2022-08-15
0000899243-22-028631,2045657,Class A Common Stock,,12966414.0,,,I,,By Index Ventures Growth I (Jersey) L.P.,F5,15-AUG-2022,11-AUG-2022,,,0,,,4,1496963,"Squarespace, Inc.",SQSP,,0001496963,,,,2022-08-15
0001619964-22-000033,2045710,Common Stock,,96760.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1828588,"Hanover Bancorp, Inc. /NY",HNVR,,0001828588,HNVR,,,2022-08-15
0001619964-22-000033,2045709,Common Stock,,142793.0,,,D,,See Footnote 2,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1828588,"Hanover Bancorp, Inc. /NY",HNVR,,0001828588,HNVR,,,2022-08-15
0001104659-22-091183,2045471,Common Stock,,29411.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1868734,"CinCor Pharma, Inc.",CINC,,0001868734,,,,2022-08-15
0000009984-22-000143,2045610,Common Stock,,19049.61,,,I,,by Company's 401(k) Plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,9984,BARNES GROUP INC,B,,0000009984,,,,2022-08-15
0000009984-22-000142,2045451,Common Stock,,4406.47,,,I,,By Company's 401(k) Plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,9984,BARNES GROUP INC,B,,0000009984,,,,2022-08-15
0000009984-22-000141,2045701,Common Stock,,4.07,,,I,,By Company's 401(k) Plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,9984,BARNES GROUP INC,B,,0000009984,,,,2022-08-15
0001209191-22-045799,2045481,Common Stock,F2,83855.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,898171,UWHARRIE CAPITAL CORP,NONE,,0000898171,UWHR,,,2022-08-15
0001209191-22-045799,2045480,Common Stock,F1,2517.0,,,D,,By 401(k) Plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,898171,UWHARRIE CAPITAL CORP,NONE,,0000898171,UWHR,,,2022-08-15
0001562180-22-006084,2045487,Common Stock,,9078.6,,,I,,By 401(k),F2,15-AUG-2022,11-AUG-2022,,,false,,,4,891014,MINERALS TECHNOLOGIES INC,MTX,,0000891014,MTX,,,2022-08-15
0001567619-22-016167,2045476,Common Stock,,93405554.0,,,I,,TTWF LP & TTWF GP LLC,F4,15-AUG-2022,12-AUG-2022,,,0,,,4,1262823,WESTLAKE CORP,WLK,,0001262823,WLK,,,2022-08-15
0001567619-22-016162,2045540,Common Stock,,93405554.0,,,I,,TTWF LP & TTWF GP LLC,F4,15-AUG-2022,12-AUG-2022,,,0,,,4,1262823,WESTLAKE CORP,WLK,,0001262823,WLK,,,2022-08-15
0001562180-22-006083,2045539,Common Stock,,16460.0,F1,,D,,,,15-AUG-2022,04-AUG-2022,,0.0,,,,3,1592016,"AgroFresh Solutions, Inc.",AGFS,,0001592016,,,,2022-08-15
0001209191-22-045796,2045470,Common Stock,,1652.0,F1,,D,,,,15-AUG-2022,05-AUG-2022,,0.0,,,,3,903129,GENTHERM Inc,THRM,"Exhibit 24, Power of Attorney, is attached.",0000903129,THRM,,,2022-08-15
0001209191-22-045795,2045564,Common Stock,,4973.21,,,I,,Held In Trust Under Issuer's Retirement Plan,,15-AUG-2022,12-AUG-2022,,,0,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2022-08-15
0001209191-22-045793,2045497,"Woodward, Inc. Common Stock",,1703.0,,,I,,By self as sole trustee of Petrovich Remainder Trust - 2005.,,15-AUG-2022,12-AUG-2022,,,0,,,4,108312,"Woodward, Inc.",WWD,,0000108312,WWD,,,2022-08-15
0001209191-22-045790,2045677,Common Stock,,3320.09,,,I,,Held in Trust Under Issuer's Retirement Plan,,15-AUG-2022,12-AUG-2022,,,0,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2022-08-15
0001209191-22-045790,2045676,Common Stock,,1000.0,,,I,,By Spouse,,15-AUG-2022,12-AUG-2022,,,0,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2022-08-15
0001209191-22-045787,2045550,Common Stock,,24617.95,,,I,,Held In Trust Under Issuer's Retirement Plan,,15-AUG-2022,12-AUG-2022,,,0,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2022-08-15
0001062993-22-017949,2045500,Common Stock,,15724.0,,,I,,By 401(k) trust,,15-AUG-2022,12-AUG-2022,,,,,,4,896622,"APTARGROUP, INC.",ATR,,0000896622,ATR,,,2022-08-15
0001225208-22-009510,2045707,Common Stock,,75.0,F2,,I,,UTMA Custodian for Daughter,,15-AUG-2022,05-AUG-2022,,,,,,4,720005,RAYMOND JAMES FINANCIAL INC,RJF,This Form 4 reports the gift of shares by the reporting person.,0000720005,RJF-PB,,,2022-08-15
0001225208-22-009510,2045706,Common Stock,,7006.0,F1,,I,,ESOP,,15-AUG-2022,05-AUG-2022,,,,,,4,720005,RAYMOND JAMES FINANCIAL INC,RJF,This Form 4 reports the gift of shares by the reporting person.,0000720005,RJF-PB,,,2022-08-15
0001225208-22-009510,2045708,Common Stock,,75.0,F2,,I,,UTMA Custodian for Son,,15-AUG-2022,05-AUG-2022,,,,,,4,720005,RAYMOND JAMES FINANCIAL INC,RJF,This Form 4 reports the gift of shares by the reporting person.,0000720005,RJF-PB,,,2022-08-15
0001209191-22-045783,2045699,Common Stock,,26.84,,,I,,Held In Trust Under Issuer's Retirement Plan,,15-AUG-2022,12-AUG-2022,,,0,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2022-08-15
0001209191-22-045783,2045700,Common Stock,,20.88,,,I,,Held In Trust Under Issuer's Retirement Plan By Spouse,,15-AUG-2022,12-AUG-2022,,,0,,,4,58492,LEGGETT & PLATT INC,LEG,,0000058492,LEG,,,2022-08-15
0001062993-22-017944,2045527,Class B Common Stock,,404912.0,,,I,,Family Trust,,15-AUG-2022,11-AUG-2022,,,,,,4,25475,CRAWFORD & CO,CRDA CRDB,,0000025475,CRD-B,,,2022-08-15
0001062993-22-017944,2045528,Class B Common Stock,,10466931.0,,,I,,Family Limited Partnership,,15-AUG-2022,11-AUG-2022,,,,,,4,25475,CRAWFORD & CO,CRDA CRDB,,0000025475,CRD-B,,,2022-08-15
0001104659-22-091089,2045424,Ordinary Shares,,283.0,F2,,I,,by trustee of ESP,,15-AUG-2022,15-AUG-2022,,,0,,,4,1551182,Eaton Corp plc,ETN,"Senior Vice President and Controller of Eaton Corporation, a subsidiary of the Issuer.",0001551182,ETN,,,2022-08-15
0001437749-22-020486,2045608,Common Stock,,151.0,,,I,,Employee Stock Purchase Plan,,15-AUG-2022,11-AUG-2022,,0.0,,,,3,76267,PARK AEROSPACE CORP,PKE,,0000076267,PKE,,,2022-08-15
0001062993-22-017942,2045705,Common Stock,,150000.0,,,I,,By Trust,F10,15-AUG-2022,11-AUG-2022,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2022-08-15
0001062993-22-017942,2045704,Common Stock,,4500000.0,,,I,,By Trust,F9,15-AUG-2022,11-AUG-2022,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2022-08-15
0000821026-22-000219,2045475,Common Stock,,150138.0,,,I,,Mrs. Carol H. Anderson-spouse,,15-AUG-2022,01-JUL-2022,,,0,,,4,821026,"Andersons, Inc.",ANDE,,0000821026,ANDE,,,2022-08-15
0001104659-22-091035,2045566,"Class A common stock, par value $0.0001 per share",,23041.0,,,D,,,,15-AUG-2022,24-APR-2022,,0.0,,,,3,1820201,Redbox Entertainment Inc.,RDBX,,0001820201,,,,2022-08-15
0001096906-22-001882,2045634,Common Stock,,8047600.0,,,D,,,,15-AUG-2022,25-AUG-2021,,0.0,,,,3,1352952,CFN Enterprises Inc.,CNFN,,0001352952,CNFND,,,2022-08-15
0001567619-22-016076,2045486,Common Shares,,250.0,,,D,,,,15-AUG-2022,09-AUG-2022,,0.0,,,,3,1704299,ECOFIN SUSTAINABLE & SOCIAL IMPACT TERM FUND,TEAF,,0001704299,TEAF,,,2022-08-15
0001062993-22-017936,2045518,Common Stock,,4184.0,F3,,I,,Thrift/401(k) Plan Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,320335,GLOBE LIFE INC.,GL,,0000320335,GL-PD,,,2022-08-15
0000926282-22-000049,2045537,Common Stock,,4117.41,,,I,,401(k) Plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,926282,"ADTRAN Holdings, Inc.",ADTN,,0000926282,ADTN,,,2022-08-15
0001567619-22-016052,2045594,Common Shares,,0.0,,,D,,,,15-AUG-2022,09-AUG-2022,,0.0,,,,3,1490286,"Tortoise Midstream Energy Fund, Inc.",NTG,,0001490286,,,,2022-08-15
0001567619-22-016048,2045675,Common Shares,,0.0,,,D,,,,15-AUG-2022,09-AUG-2022,,0.0,,,,3,1268533,TORTOISE ENERGY INFRASTRUCTURE CORP,TYG,,0001268533,TYG,,,2022-08-15
0001209191-22-045766,2045680,Common Stock,,0.0,,,D,,,,15-AUG-2022,12-AUG-2022,,0.0,,,,3,712034,ACCO BRANDS Corp,ACCO,,0000712034,ACCO,,,2022-08-15
0001127602-22-020920,2045660,"Common Stock, par value $.10",,583.9,,,I,,By 401(k),F2,15-AUG-2022,12-AUG-2022,,,,,,4,38777,FRANKLIN RESOURCES INC,BEN,,0000038777,BEN,,,2022-08-15
0001207097-22-000312,2045489,Common Stock,,1472.0,F1,,I,,Horizon Kinetics Hard Assets II LLC,,15-AUG-2022,12-AUG-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-08-15
0001207097-22-000312,2045492,Common Stock,,60.0,F1,,I,,Spouse,,15-AUG-2022,12-AUG-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-08-15
0001207097-22-000312,2045491,Common Stock,,5549.0,F1,,I,,CDK Fund Ltd,,15-AUG-2022,12-AUG-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-08-15
0001207097-22-000312,2045490,Common Stock,,2484.0,F1,,I,,CDK Partners LP,,15-AUG-2022,12-AUG-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-08-15
0001209191-22-045759,2045478,"Common Stock, $0.01 par value",,21.0,,,I,,By Daughter,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,39263,"CULLEN/FROST BANKERS, INC.",CFR,,0000039263,CFR-PB,,,2022-08-15
0001209191-22-045759,2045479,"Common Stock, $0.01 par value",,25707.0,,,I,,Through 401(k) Plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,39263,"CULLEN/FROST BANKERS, INC.",CFR,,0000039263,CFR-PB,,,2022-08-15
0001225208-22-009486,2045534,"Common Stock, no par value",,32481.23,,,I,F1,By Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,66570,MSA Safety Inc,MSA,,0000066570,MNESP,,,2022-08-15
0001003078-22-000087,2045715,"Class A Common Stock, $0.001 par value",,3588.0,,,I,,By 401(k) Plan,,15-AUG-2022,11-AUG-2022,,,,,,4,1003078,MSC INDUSTRIAL DIRECT CO INC,MSM,,0001003078,MSM,,,2022-08-15
0001209191-22-045751,2045457,Common Stock,,9801.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1609065,"Pathfinder Bancorp, Inc.",PBHC,,0001609065,PBHC,,,2022-08-15
0001209191-22-045751,2045456,Common Stock,,3133.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1609065,"Pathfinder Bancorp, Inc.",PBHC,,0001609065,PBHC,,,2022-08-15
0001209191-22-045751,2045455,Common Stock,,31873.0,,,D,,ESOP,,15-AUG-2022,11-AUG-2022,,,0,,,4,1609065,"Pathfinder Bancorp, Inc.",PBHC,,0001609065,PBHC,,,2022-08-15
0001010412-22-000026,2045606,Common Stock,,50000.0,,,D,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,845819,"KonaTel, Inc.",KTEL,,0000845819,KTEL,,,2022-08-15
0001779128-22-000085,2045508,"Class A common stock, $0.0001 par value per share",,56426.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1779128,"Blade Air Mobility, Inc.",BLDE,,0001779128,BLDEW,,,2022-08-15
0001209191-22-045749,2045669,Common Shares,,2000.0,,,I,,By IRA (Vanguard),,15-AUG-2022,12-AUG-2022,,,0,,,4,108516,WORTHINGTON INDUSTRIES INC,WOR,,0000108516,WOR,,,2022-08-15
0001209191-22-045749,2045670,Common Shares,,1573.0,F1,,I,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,108516,WORTHINGTON INDUSTRIES INC,WOR,,0000108516,WOR,,,2022-08-15
0001209191-22-045749,2045668,Common Shares,,142573.0,,,D,,By IRA (M-L),,15-AUG-2022,12-AUG-2022,,,0,,,4,108516,WORTHINGTON INDUSTRIES INC,WOR,,0000108516,WOR,,,2022-08-15
0001567619-22-015996,2045502,Common Stock (Restricted Stock Units),,5194.0,,,D,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001567619-22-015988,2045516,Common Stock (Restricted Stock Units),,6729.0,,,D,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001567619-22-015987,2045461,Common Stock (Restricted Stock Units),,4935.0,,,D,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001228532-22-000038,2045452,Common Stock,,526.0,F1,,D,,,,15-AUG-2022,22-JUL-2022,,0.0,,,,3,19745,CHESAPEAKE UTILITIES CORP,CPK,,0000019745,CPK,,,2022-08-15
0001567619-22-015980,2045687,Common Stock,,113328.0,,,I,,Co-trustee of Woltz Foundation,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001567619-22-015980,2045688,Common Stock,,57282.0,,,I,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001567619-22-015980,2045686,Common Stock - Restricted Stock Units,,26915.0,,,D,,"Co-trustee of Trusts created by Estate of Howard O. Woltz, Jr.",,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001567619-22-015979,2045695,Common Stock (Restricted Stock Units),,12336.0,,,D,,Held in 401(K) Account,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001567619-22-015979,2045696,Common Stock,,1700.0,,,I,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,764401,INSTEEL INDUSTRIES INC,IIIN,,0000764401,IIIN,,,2022-08-15
0001209191-22-045728,2045555,"Common Stock, par value $0.001",,500.0,,,I,,Shares held in Spouse's IRA,,15-AUG-2022,11-AUG-2022,,,0,,,4,1374535,Altra Industrial Motion Corp.,AIMC,,0001374535,,,,2022-08-15
0001209191-22-045728,2045556,"Common Stock, par value $0.001",,3486.0,,,I,,"Daughters, see footnote",F3,15-AUG-2022,11-AUG-2022,,,0,,,4,1374535,Altra Industrial Motion Corp.,AIMC,,0001374535,,,,2022-08-15
