ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-19-057148,163427,Common Stock,,,18964.0,,,,I,,Held in trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,875320,VERTEX PHARMACEUTICALS INC / MA,VRTX,,0000875320,VRTX,,,2019-11-19
0001467373-19-000354,204657,Class A ordinary shares,,,120.0,,,,I,,Shares held by Family Trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2019-11-19
0001567619-19-021858,191465,Common Stock,,,7759511.0,,,,D,,,,19-NOV-2019,24-SEP-2019,26-SEP-2019,,0,,,4/A,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2019-11-19
0001562180-19-005574,172245,Common Stock,,,9305.74,,,,I,,401(k) Plan,F3,19-NOV-2019,15-NOV-2019,,,false,,,4,9389,BALL Corp,BLL,,0000009389,BALL,,,2019-11-19
0000047518-19-000104,119757,Common Stock,,,25.78,F2,,,I,,"By Hill-Rom Holdings, Inc. Employee Stock Purchase Plan",,19-NOV-2019,17-NOV-2019,,,0,,,4,47518,"Hill-Rom Holdings, Inc.",HRC,,0000047518,,,,2019-11-19
0001209191-19-057137,155742,Common Stock,,,440.0,,,,I,,401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,875320,VERTEX PHARMACEUTICALS INC / MA,VRTX,,0000875320,VRTX,,,2019-11-19
0001209191-19-057134,190778,Common Stock,,,15750.0,,,,I,,By Family Trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,1517228,"CommScope Holding Company, Inc.",COMM,,0001517228,COMM,,,2019-11-19
0001209191-19-057134,190777,Common Stock,,,28350.0,,,,I,,by GRAT,,19-NOV-2019,15-NOV-2019,,,0,,,4,1517228,"CommScope Holding Company, Inc.",COMM,,0001517228,COMM,,,2019-11-19
0001209191-19-057134,190776,Common Stock,,,28350.0,,,,I,,by GRAT,,19-NOV-2019,15-NOV-2019,,,0,,,4,1517228,"CommScope Holding Company, Inc.",COMM,,0001517228,COMM,,,2019-11-19
0001209191-19-057134,190775,Common Stock,,,28350.0,,,,I,,by GRAT,,19-NOV-2019,15-NOV-2019,,,0,,,4,1517228,"CommScope Holding Company, Inc.",COMM,,0001517228,COMM,,,2019-11-19
0001209191-19-057134,190779,Common Stock,,,117580.0,,,,I,,by Marital Trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,1517228,"CommScope Holding Company, Inc.",COMM,,0001517228,COMM,,,2019-11-19
0001209191-19-057130,254323,Class B Common Stock,,,37544.0,F4,,,I,,The Thomas R. Donahue Grantor Trust,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254324,Class B Common Stock,,,2000.0,F5,,,I,,"Maxfund, Inc.",,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254325,Class B Common Stock,,,59937.0,F6,,,I,,Held indirectly by immediate family member,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254326,Class B Common Stock,,,58147.0,F6,,,I,,Held indirectly by immediate family member,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254327,Class B Common Stock,,,7795.0,F7,,,I,,Held indirectly by spouse,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254328,Class B Common Stock,,,278101.0,,,,I,,"Held indirectly by Comax Partners, L.P. (d/b/a The Beechwood Company, L.P.)",,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254329,Class B Common Stock,,,3905.0,,,,I,,Held indirectly by The Thomas R. and Frances L. Donahue Grantor Dynasty Trust,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254330,Class B Common Stock,,,72.0,,,,I,,Held indirectly by 401(k) Plan,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254331,Class B Common Stock,,,82.0,,,,I,,"Held indirectly by AWOL, Inc.",,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254321,Class B Common Stock,,,421690.0,F2,,,I,,"Held indirectly by MaxFund Partners, L.P.",,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057130,254322,Class B Common Stock,,,27544.0,F3,,,I,,The Fran L. Donahue Grantor Trust,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001654954-19-013177,122617,Common Stock,,,3300.0,,,,I,,By Spouse,,19-NOV-2019,15-NOV-2019,,,false,,,4,857005,PTC INC.,PTC,,0000857005,PTC,,,2019-11-19
0001225208-19-014658,270969,Common Stock,,,24850.0,,,,I,,Swift Family Gift Trust,,19-NOV-2019,15-NOV-2019,,,,,,4,874766,"HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,,0000874766,HIG-PG,,,2019-11-19
0001225208-19-014658,270968,Common Stock,,,3750.0,,,,I,,By Spouse,,19-NOV-2019,15-NOV-2019,,,,,,4,874766,"HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,,0000874766,HIG-PG,,,2019-11-19
0001225208-19-014658,270970,Common Stock,,,44200.0,,,,I,,Swift Family Legacy Trust,,19-NOV-2019,15-NOV-2019,,,,,,4,874766,"HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,,0000874766,HIG-PG,,,2019-11-19
0001567619-19-021854,187731,Common Stock,,,10000.0,,,,I,,,,19-NOV-2019,24-SEP-2019,26-SEP-2019,,0,,,4/A,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2019-11-19
0001567619-19-021854,187730,Common Stock,,,7759511.0,,,,I,,By son,,19-NOV-2019,24-SEP-2019,26-SEP-2019,,0,,,4/A,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2019-11-19
0001567619-19-021854,187729,Common Stock,,,603702.0,,,,D,,"By Medpace Investors, LLC",F1,19-NOV-2019,24-SEP-2019,26-SEP-2019,,0,,,4/A,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2019-11-19
0001209191-19-057128,172283,Common Stock,,,15000.0,,,,I,,Held by Trust 3,F4,19-NOV-2019,18-NOV-2019,,,0,,,4,813672,CADENCE DESIGN SYSTEMS INC,CDNS,,0000813672,CDNS,,,2019-11-19
0001209191-19-057128,172285,Common Stock,,,31400.0,,,,I,,,,19-NOV-2019,18-NOV-2019,,,0,,,4,813672,CADENCE DESIGN SYSTEMS INC,CDNS,,0000813672,CDNS,,,2019-11-19
0001209191-19-057128,172284,Common Stock,,,7000.0,,,,I,,Held by IRA,F5,19-NOV-2019,18-NOV-2019,,,0,,,4,813672,CADENCE DESIGN SYSTEMS INC,CDNS,,0000813672,CDNS,,,2019-11-19
0001209191-19-057128,172282,Common Stock,,,848272.0,,,,D,,Held by Trust 1,F3,19-NOV-2019,18-NOV-2019,,,0,,,4,813672,CADENCE DESIGN SYSTEMS INC,CDNS,,0000813672,CDNS,,,2019-11-19
0000093751-19-000663,139966,Common Stock,,,13755.0,F2,,,I,,By a trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,93751,STATE STREET CORP,STT,,0000093751,STT-PG,,,2019-11-19
0001209191-19-057126,126623,Common Stock,,,140.0,,,,I,,401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,875320,VERTEX PHARMACEUTICALS INC / MA,VRTX,,0000875320,VRTX,,,2019-11-19
0000093751-19-000658,256123,Common Stock,,,24.0,F2,,,I,,401 (k) Plan,,19-NOV-2019,15-NOV-2019,,,0,,,4,93751,STATE STREET CORP,STT,,0000093751,STT-PG,,,2019-11-19
0001225208-19-014656,230332,Common Stock,,,5874.0,F2,,,I,,ESOP,,19-NOV-2019,18-NOV-2019,,,,,,4,720005,RAYMOND JAMES FINANCIAL INC,RJF,"This Form 4 reports the partial vesting of RSUs awarded to the reporting person on November 18, 2015.",0000720005,RJF-PB,,,2019-11-19
0001207955-19-000003,259647,Common Stock,,,2460.0,,,,I,,By children,,19-NOV-2019,15-NOV-2019,,,,,,4,29905,DOVER Corp,DOV,,0000029905,DOV,,,2019-11-19
0001207955-19-000003,259646,Common Stock,,,10116.0,,,,I,,By trust,F2,19-NOV-2019,15-NOV-2019,,,,,,4,29905,DOVER Corp,DOV,,0000029905,DOV,,,2019-11-19
0001213900-19-024049,231664,Common Stock,,,1000.0,F2,,,I,,By daughter,,19-NOV-2019,18-NOV-2019,,,0,,,4,1522602,"CohBar, Inc.",CWBR,,0001522602,,,,2019-11-19
0001567619-19-021852,251584,"Common Stock, $0.001 par value",,,1357934.0,,,,I,,"By VIEX Opportunities Fund, LP - Series One","F6, F4, F1",19-NOV-2019,15-NOV-2019,,,0,,,4,1058811,IMMERSION CORP,IMMR,,0001058811,IMMR,,,2019-11-19
0001104659-19-065430,176688,Class A common stock,,,10.0,,,,I,,By wife,,19-NOV-2019,15-NOV-2019,,,0,,,4,1288359,OTELCO INC.,OTEL,,0001288359,,,,2019-11-19
0000899243-19-027574,231421,Common Stock,,,2850.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1731831,"Eidos Therapeutics, Inc.",EIDX,President and Chief Medical Officer,0001731831,,,,2019-11-19
0001104659-19-065429,177189,Common Stock,,,1030557.0,,,,I,,By WG Biotech ApS,F4,19-NOV-2019,18-NOV-2019,,,0,,,4,1722964,"Y-mAbs Therapeutics, Inc.",YMAB,,0001722964,YMAB,,,2019-11-19
0001127602-19-033193,180724,Common Stock,,,8470.5,,,,I,,"By Wife's Community Bank System, Inc. 401(k)",,19-NOV-2019,15-NOV-2019,,,,,,4,723188,"COMMUNITY BANK SYSTEM, INC.",CBU,,0000723188,CBU,,,2019-11-19
0001179110-19-011842,131597,Common Shares,,,6341.95,F1,,,D,,,,19-NOV-2019,19-NOV-2019,,,0,,,4,899689,VORNADO REALTY TRUST,VNO,,0000899689,VNO-PO,,,2019-11-19
0001654954-19-013170,170295,Common Stock,,,3300.0,,,,I,,By Spouse,,19-NOV-2019,18-NOV-2019,,,false,,,4,857005,PTC INC.,PTC,,0000857005,PTC,,,2019-11-19
0001209191-19-057115,221995,Common Stock,,,112162.0,,,,I,,By trust,F10,19-NOV-2019,15-NOV-2019,,,0,,,4,1711279,"Krystal Biotech, Inc.",KRYS,,0001711279,KRYS,,,2019-11-19
0001209191-19-057115,221996,Common Stock,,,2001462.0,,,,I,,By spouse,F11,19-NOV-2019,15-NOV-2019,,,0,,,4,1711279,"Krystal Biotech, Inc.",KRYS,,0001711279,KRYS,,,2019-11-19
0001127602-19-033189,172973,401(k) Company Stock Fund,,,2086.47,,,,D,,,,19-NOV-2019,18-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033187,130656,Class B Common,,,60000.0,,,,D,,,,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033187,130655,Class A Common,,,5324.0,,,,I,,As trustee of MMS & BJS Trust FBO Rachel Sloane Kay (1),,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033187,130654,Class A Common,,,5603.0,,,,I,,As trustee of MMS & BJS Trust FBO Joshua Benjamin Kay (1),,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033185,268140,401(k) Company Stock Fund,,,357.47,,,,D,,,,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033183,216787,Class A Common,,,224.0,,,,I,,As trustee of MMS & BJS Trust FBO Charles S. M. Sloane (1),,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033183,216789,Class A Common,,,72.28,,,,I,,Owned By Spouse Candace Lapidus Sloane,,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033183,216786,Class A Common,,,350.0,,,,I,,As trustee of MMS & BJS TR for MMS II (1),,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033183,216788,Class A Common,,,304.0,,,,I,,As trustee of MMS & BJS Trust FBO Jacob George Sloane (1),,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001127602-19-033183,216790,401(k) Company Stock Fund,,,1647.54,,,,D,,,,19-NOV-2019,19-NOV-2019,,,,,,4,812348,CENTURY BANCORP INC,CNBKA,,0000812348,,,,2019-11-19
0001707925-19-000078,165485,Ordinary Shares,,,1622.53,,,,I,,401(k),,19-NOV-2019,18-NOV-2019,,,,,,4,1707925,LINDE PLC,LIN,,0001707925,LIN,,,2019-11-19
0001562180-19-005573,145056,Common Stock,,,250.0,,,,I,,Spouse,,19-NOV-2019,15-NOV-2019,,,false,,,4,1255474,WHITING PETROLEUM CORP,WLL,,0001255474,,,,2019-11-19
0001415889-19-001319,146943,Common Stock,,,696.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001319,146942,Common,,,322.0,,,,I,,Custodian for Grandson,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001318,137165,Common Stock,,,125826.0,,,,I,,By Wabash Valley,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001318,137164,Common Stock,,,67203.0,,,,I,,By Steven M. Seger Memorial Foundation,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001318,137163,Common Stock,,,2710.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001391127-19-000184,175233,Common Stock,,,21000.0,,,,I,F3,By: Son,,19-NOV-2019,15-NOV-2019,,,0,,,4,1391127,"Limelight Networks, Inc.",LLNW,"Executed pursuant to the Limited Power of Attorney for Section 16 reporting obligations dated March 25, 2014.",0001391127,,,,2019-11-19
0001391127-19-000184,175232,Common Stock,,,21000.0,,,,I,F3,By: Daughter,,19-NOV-2019,15-NOV-2019,,,0,,,4,1391127,"Limelight Networks, Inc.",LLNW,"Executed pursuant to the Limited Power of Attorney for Section 16 reporting obligations dated March 25, 2014.",0001391127,,,,2019-11-19
0001415889-19-001317,125158,Common Stock,,,12354.0,,,,I,,By Guy N Ramsey Trust,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001317,125161,Common Stock,,,27509.0,,,,I,,"By T&N Partnership, L.P.",,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001317,125159,Common Stock,,,55516.0,,,,I,,By Ram Tell Inc.,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001317,125160,Common Stock,,,8871.0,,,,I,,Joint with Spouse,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001317,125155,Common Stock,,,32125.0,,,,I,,By C & K Partnership LP,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001317,125156,Common Stock,,,73170.0,,,,I,,By G & L Partnership LP,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001317,125157,Common Stock,,,71451.0,,,,I,,By Ramsey Real Estate Enterprises,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001104659-19-065398,199041,Common Units,,,363555.0,,,,I,,SEE FTN,F5,19-NOV-2019,18-NOV-2019,,,0,,,4,1504461,NGL Energy Partners LP,NGL,,0001504461,NGL-PC,,,2019-11-19
0001104659-19-065398,199040,Common Units,,,904848.0,,,,I,,SEE FTN,F4,19-NOV-2019,18-NOV-2019,,,0,,,4,1504461,NGL Energy Partners LP,NGL,,0001504461,NGL-PC,,,2019-11-19
0001415889-19-001316,207657,Common Stock,,,1750.0,,,,I,,Joint with Spouse,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001415889-19-001316,207656,Common Stock,,,146128.0,,,,I,,Held by Spouse,,19-NOV-2019,15-NOV-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-11-19
0001567619-19-021848,183381,Common Stock,,,80318.0,,,,I,,By 401(k),,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021848,183380,Common Stock,,,6063.0,,,,I,,By IRA,,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021848,183382,Common Stock,,,7023.0,F3,,,I,,By ESOP,,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021846,220682,Common Stock,,,16638.0,,,,I,,By Spouse,,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021846,220680,Common Stock,,,80318.0,,,,I,,By 401(k),,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021846,220681,Common Stock,,,7023.0,F3,,,I,,By ESOP,,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021846,220679,Common Stock,,,8600.0,,,,I,,By IRA,,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021844,252701,Common Stock,,,80348.0,F3,,,I,,By 401(k),,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001567619-19-021844,252702,Common Stock,,,7015.0,F3,,,I,,By ESOP,,19-NOV-2019,17-NOV-2019,,,0,,,4,1778784,"Provident Bancorp, Inc. /MD/",PVBC,,0001778784,PVBC,,,2019-11-19
0001127602-19-033175,187017,Common Stock,,,824.0,F2,,,I,,401K Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,318833,TEAM INC,TISI,,0000318833,TISI,,,2019-11-19
0001493152-19-017947,229950,Series 1 Preferred Stock,,,340.0,,,,I,,,,19-NOV-2019,17-NOV-2019,,,0,,,4,1106838,"Chanticleer Holdings, Inc.",BURG,,0001106838,SONN,,,2019-11-19
0001493152-19-017947,229949,Common Stock,,,17256.0,,,,D,,By IRA,,19-NOV-2019,17-NOV-2019,,,0,,,4,1106838,"Chanticleer Holdings, Inc.",BURG,,0001106838,SONN,,,2019-11-19
0001225208-19-014653,218745,Common Stock,,,2113.42,,,,I,,By 401(k),,19-NOV-2019,15-NOV-2019,,,,,,4,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,Pursuant to 10b5-1 Plan.,0000788784,PEG,,,2019-11-19
0000715072-19-000201,142629,Common Stock,,,35819.0,,,,D,,,,19-NOV-2019,14-NOV-2019,,,0,,,4,715072,RENASANT CORP,RNST,,0000715072,RNST,,,2019-11-19
0001567619-19-021842,232017,Common Stock,,,7015.0,F3,,,I,,By ESOP,,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021842,232016,Common Stock,,,80348.0,F3,,,I,,By 401(k),,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021839,231135,Common Stock,,,8600.0,,,,I,,By IRA,,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021839,231138,Common Stock,,,16638.0,,,,I,,By Spouse,,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021839,231137,Common Stock,,,7023.0,F3,,,I,,By ESOP,,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021839,231136,Common Stock,,,80318.0,,,,I,,By 401(k),,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021837,150106,Common Stock,,,6063.0,,,,I,,By IRA,,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021837,150107,Common Stock,,,80318.0,,,,I,,By 401(k),,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001567619-19-021837,150108,Common Stock,,,7023.0,F3,,,I,,By ESOP,,19-NOV-2019,17-NOV-2019,,,0,,,4,1635840,"Provident Bancorp, Inc.",PVBC,,0001635840,,,,2019-11-19
0001243786-19-000132,257890,Common Stock,,,39602.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1285785,MOSAIC CO,MOS,,0001285785,MOS,,,2019-11-19
0001127602-19-033168,251238,Common Stock,,,2521.0,F2,,,I,,401K Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,318833,TEAM INC,TISI,,0000318833,TISI,,,2019-11-19
0001593968-19-002174,157361,Common Stock,,,8200.0,,,,I,,By Ginarra,F4,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157360,Common Stock,,,107790.0,,,,D,,By Annuity Trust,F3,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157372,Common Stock,,,14700.0,,,,I,,,,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157371,Common Stock,,,4289.0,,,,I,,By Graziadio Dynasty Trust II,F11,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157370,Common Stock,,,61406.0,,,,I,,By Western Metals Corporation,F10,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157369,Common Stock,,,2500.0,,,,I,,"By Boss Holdings, Inc.",F9,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157368,Common Stock,,,4775.0,,,,I,,By Foundation,F8,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157367,Common Stock,,,4775.0,,,,I,,By Marianna Trust,F7,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157366,Common Stock,,,16636.0,,,,I,,By Gino Trust,F6,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157365,Common Stock,,,4700.0,,,,I,,By Ginmarra,F5,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157364,Common Stock,,,4700.0,,,,I,,By daughter,,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
0001593968-19-002174,157362,Common Stock,,,6600.0,,,,I,,By spouse,,19-NOV-2019,15-NOV-2019,,,,,,4,1615165,"Veritone, Inc.",VERI,,0001615165,VERI,,,2019-11-19
